# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  4 18:20:06 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_name not null
# CONSTRAINT:  and hostname not null
# CONSTRAINT:  and sy_snum not null
# CONSTRAINT:  and sy_pnum not null
# CONSTRAINT:  and sy_mnum not null
# CONSTRAINT:  and disc_year not null
# CONSTRAINT:  and disc_facility not null
# CONSTRAINT:  and pl_refname not null
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null
# CONSTRAINT:  and pl_eqt not null
# CONSTRAINT:  and st_teff not null
# CONSTRAINT:  and ra not null
# CONSTRAINT:  and dec not null
# CONSTRAINT:  and sy_dist not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,disc_year,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
HD 25463 c,HD 25463,1,2,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.04405000,0.00001000,-0.00001000,0,1.364,0.130,-0.096,0,4.30000,1.90000,-1.90000,0,1586,26,-24,0,6353.00,85.00,-77.00,0,60.7483361,9.2077676,45.6181000,0.1254000,-0.1247000
HD 25463 c,HD 25463,1,2,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,3.04405000,0.00000800,-0.00000800,0,1.500,0.120,-0.120,0,4.10000,,,1,1707,54,-54,0,6220.00,110.00,-110.00,0,60.7483361,9.2077676,45.6181000,0.1254000,-0.1247000
HD 260655 b,HD 260655,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,2.76953000,0.00003000,-0.00003000,0,1.240,0.023,-0.023,0,2.14000,0.34000,-0.34000,0,709,4,-4,0,3803.00,10.00,-10.00,0,99.2915429,17.5662696,10.0055000,0.0050500,-0.0050500
HD 260655 c,HD 260655,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,5.70588000,0.00007000,-0.00007000,0,1.533,0.051,-0.046,0,3.09000,0.48000,-0.48000,0,557,3,-3,0,3803.00,10.00,-10.00,0,99.2915429,17.5662696,10.0055000,0.0050500,-0.0050500
HD 2685 b,HD 2685,1,1,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>,4.12688000,0.00005000,-0.00004000,0,16.141,0.560,-0.560,0,371.86110,38.13960,-38.13960,0,2061,28,-28,0,6801.00,76.00,-76.00,0,7.3289156,-76.3040320,196.8520000,0.7770000,-0.7710000
HD 28109 b,HD 28109,1,3,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,22.89104000,0.00035000,-0.00036000,0,2.199,0.098,-0.100,0,18.49600,9.12000,-7.60900,0,881,8,-8,0,6120.00,50.00,-50.00,0,65.2383065,-68.1026875,139.6110000,0.4290000,-0.4270000
HD 28109 c,HD 28109,1,3,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,56.00819000,0.00194000,-0.00202000,0,4.230,0.110,-0.110,0,7.94300,4.22700,-3.04600,0,585,9,-8,0,6120.00,50.00,-50.00,0,65.2383065,-68.1026875,139.6110000,0.4290000,-0.4270000
HD 28109 d,HD 28109,1,3,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,84.25999000,0.00744000,-0.00662000,0,3.250,0.110,-0.110,0,5.68100,2.73800,-2.11000,0,506,9,-8,0,6120.00,50.00,-50.00,0,65.2383065,-68.1026875,139.6110000,0.4290000,-0.4270000
HD 3167 b,HD 3167,1,4,0,2016,K2,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,0.95965428,0.00000030,-0.00000029,0,1.627,0.083,-0.058,0,4.73000,0.28000,-0.29000,0,1777,27,-27,0,5300.00,73.00,-73.00,0,8.7401487,4.3807215,47.2899000,0.1485000,-0.1475000
HD 3167 b,HD 3167,1,4,0,2016,K2,<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>,0.95963200,0.00001500,-0.00001500,0,1.574,0.054,-0.054,0,5.69000,0.44000,-0.44000,0,1759,20,-20,0,5286.00,40.00,-40.00,0,8.7401487,4.3807215,47.2899000,0.1485000,-0.1475000
HD 3167 b,HD 3167,1,4,0,2016,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.95964100,0.00001100,-0.00001100,0,1.670,0.170,-0.100,0,4.97000,0.24000,-0.23000,0,1774,29,-29,0,5261.00,60.00,-60.00,0,8.7401487,4.3807215,47.2899000,0.1485000,-0.1475000
HD 3167 c,HD 3167,1,4,0,2016,K2,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,29.84649480,0.00001570,-0.00001540,0,2.923,0.098,-0.109,0,10.67000,0.85000,-0.81000,0,565,9,-8,0,5300.00,73.00,-73.00,0,8.7401487,4.3807215,47.2899000,0.1485000,-0.1475000
HD 3167 c,HD 3167,1,4,0,2016,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,29.84540000,0.00120000,-0.00120000,0,3.000,0.450,-0.210,0,11.13000,0.78000,-0.74000,0,564,9,-9,0,5261.00,60.00,-60.00,0,8.7401487,4.3807215,47.2899000,0.1485000,-0.1475000
HD 3167 c,HD 3167,1,4,0,2016,K2,<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>,29.84622000,0.00098000,-0.00091000,0,2.740,0.106,-0.100,0,8.33000,1.79000,-1.85000,0,548,10,-10,0,5286.00,40.00,-40.00,0,8.7401487,4.3807215,47.2899000,0.1485000,-0.1475000
HD 332231 b,HD 332231,1,1,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,18.71202400,0.00002300,-0.00002300,0,9.073,0.187,-0.175,0,74.10000,5.60000,-5.40000,0,798,14,-13,0,6128.00,87.00,-80.00,0,306.7411340,33.7443882,80.6665000,0.1917000,-0.1908000
HD 332231 b,HD 332231,1,1,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DALBA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..241D/abstract target=ref>Dalba et al. 2020</a>,18.71204000,0.00043000,-0.00043000,0,9.718,0.303,-0.280,0,77.55052,6.67443,-6.67443,0,876,17,-17,0,6089.00,97.00,-96.00,0,306.7411340,33.7443882,80.6665000,0.1917000,-0.1908000
HD 42813 b,HD 42813,1,3,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,13.63082050,0.00000900,-0.00000900,0,3.410,0.046,-0.046,0,9.10000,0.82000,-0.79000,0,716,12,-12,0,5289.00,69.00,-69.00,0,93.0578446,-14.6493167,68.1920000,0.1772000,-0.1763000
HD 42813 b,HD 42813,1,3,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,13.63083000,0.00003000,-0.00003000,0,3.360,0.140,-0.140,0,5.80000,2.40000,-2.40000,0,755,21,-21,0,5240.00,110.00,-110.00,0,93.0578446,-14.6493167,68.1920000,0.1772000,-0.1763000
HD 42813 b,HD 42813,1,3,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,13.63082800,0.00002400,-0.00002400,0,3.426,0.097,-0.090,0,5.90000,2.00000,-2.00000,0,703,12,-12,0,5323.00,73.00,-71.00,0,93.0578446,-14.6493167,68.1920000,0.1772000,-0.1763000
HD 42813 b,HD 42813,1,3,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DAMASSO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230813310D/abstract target=ref>Damasso et al. 2023</a>,13.63083000,0.00003000,-0.00003000,0,3.480,0.070,-0.080,0,9.60000,0.80000,-0.80000,0,777,18,-18,0,5289.00,69.00,-69.00,0,93.0578446,-14.6493167,68.1920000,0.1772000,-0.1763000
HD 5278 b,HD 5278,1,2,0,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,14.33915600,0.00004900,-0.00004700,0,2.450,0.050,-0.050,0,7.80000,1.50000,-1.40000,0,943,13,-13,0,6203.00,64.00,-64.00,0,12.5467785,-83.7437671,57.5846000,0.0947000,-0.0943000
HD 6061 b,HD 6061,2,1,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.25490000,0.00110000,-0.00110000,0,2.428,0.099,-0.073,0,10.00000,2.50000,-2.50000,0,1075,17,-18,0,5934.00,75.00,-78.00,0,15.5981441,37.1854394,67.6203000,0.2053000,-0.2040000
HD 6061 b,HD 6061,2,1,0,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,5.25446700,0.00000900,-0.00000900,0,2.450,0.090,-0.090,0,10.80000,2.70000,-2.70000,0,1194,28,-28,0,5920.00,110.00,-110.00,0,15.5981441,37.1854394,67.6203000,0.2053000,-0.2040000
HD 63433 b,HD 63433,1,3,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.10793840,0.00000660,-0.00000660,0,2.164,0.058,-0.048,0,37.30000,9.60000,-9.60000,0,886,12,-13,0,5634.00,62.00,-65.00,0,117.4793699,27.3631342,22.4035000,0.0225000,-0.0225000
HD 63433 c,HD 63433,1,3,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,20.54384700,0.00002100,-0.00002100,0,2.582,0.057,-0.056,0,17.20000,10.30000,-9.30000,0,622,9,-9,0,5634.00,62.00,-65.00,0,117.4793699,27.3631342,22.4035000,0.0225000,-0.0225000
HD 63935 b,HD 63935,1,2,0,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,9.05881100,0.00001700,-0.00001600,0,2.990,0.140,-0.140,0,10.80000,1.80000,-1.80000,0,911,27,-27,0,5534.00,100.00,-100.00,0,117.9246417,9.3852412,48.9739000,0.1057000,-0.1053000
HD 63935 b,HD 63935,1,2,0,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.05880700,0.00001500,-0.00001500,0,2.916,0.093,-0.077,0,10.50000,1.60000,-1.50000,0,825,14,-14,0,5513.00,71.00,-73.00,0,117.9246417,9.3852412,48.9739000,0.1057000,-0.1053000
HD 63935 c,HD 63935,1,2,0,2021,Multiple Observatories,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,21.40230000,0.00189000,-0.00194000,0,2.900,0.130,-0.130,0,11.10000,2.40000,-2.40000,0,684,21,-21,0,5534.00,100.00,-100.00,0,117.9246417,9.3852412,48.9739000,0.1057000,-0.1053000
HD 63935 c,HD 63935,1,2,0,2021,Multiple Observatories,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,21.40270000,0.00180000,-0.00180000,0,3.065,0.088,-0.079,0,11.10000,2.00000,-1.90000,0,620,10,-10,0,5513.00,71.00,-73.00,0,117.9246417,9.3852412,48.9739000,0.1057000,-0.1053000
HD 73344 b,HD 73344,1,1,0,2024,K2,<a refstr=SULIS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240517155S/abstract target=ref>Sulis et al. 2024</a>,15.61100000,0.00003000,-0.00003000,0,2.884,0.082,-0.072,0,10.48000,,,1,911,7,-7,0,6252.60,1.87,-1.51,0,129.6894456,23.6852651,35.2600000,0.0526000,-0.0525000
HD 73583 b,HD 73583,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,6.39804200,0.00000670,-0.00000620,0,2.790,0.100,-0.100,0,10.20000,3.40000,-3.10000,0,714,21,-20,0,4511.00,110.00,-110.00,0,129.6883026,-13.2565267,31.5666000,0.0321000,-0.0320000
HD 73583 b,HD 73583,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=EL_MUFTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...10E/abstract target=ref>El Mufti et al. 2023</a>,6.39806610,0.00000950,-0.00000970,0,2.840,0.160,-0.120,0,15.90000,5.30000,-3.90000,0,743,7,-7,0,4582.00,64.00,-62.00,0,129.6883026,-13.2565267,31.5666000,0.0321000,-0.0320000
HD 73583 c,HD 73583,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=EL_MUFTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...10E/abstract target=ref>El Mufti et al. 2023</a>,18.88050000,0.00240000,-0.00110000,0,2.730,0.120,-0.110,0,22.50000,5.00000,-5.50000,0,518,5,-5,0,4582.00,64.00,-62.00,0,129.6883026,-13.2565267,31.5666000,0.0321000,-0.0320000
HD 73583 c,HD 73583,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,18.87974000,0.00086000,-0.00074000,0,2.390,0.100,-0.090,0,9.70000,1.80000,-1.70000,0,498,15,-15,0,4511.00,110.00,-110.00,0,129.6883026,-13.2565267,31.5666000,0.0321000,-0.0320000
HD 77946 b,HD 77946,1,1,0,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6.52736300,0.00002700,-0.00002700,0,2.896,0.187,-0.142,0,10.90000,1.80000,-1.70000,0,1129,20,-18,0,6007.00,83.00,-88.00,0,136.7776440,46.6724251,99.4510000,0.3632000,-0.3607000
HD 80606 b,HD 80606,2,1,0,2001,Multiple Observatories,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,111.43670000,0.00040000,-0.00040000,0,11.243,0.303,-0.303,0,1307.55262,49.26365,-49.26365,0,405,7,-7,0,5574.00,72.00,-72.00,0,140.6569501,50.6037764,66.4711000,0.1612000,-0.1604000
HD 80653 b,HD 80653,1,2,0,2020,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.71957300,0.00002100,-0.00002100,0,1.613,0.071,-0.071,0,5.72000,0.36000,-0.35000,0,2463,30,-30,0,5959.00,61.00,-61.00,0,140.3390845,14.3678691,109.8600000,0.8110000,-0.8000000
HD 86226 c,HD 86226,1,2,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...96T/abstract target=ref>Teske et al. 2020</a>,3.98442000,0.00018000,-0.00018000,0,2.160,0.080,-0.080,0,7.25000,1.19000,-1.12000,0,1311,28,-28,0,5863.00,88.00,-88.00,0,149.1235154,-24.0991859,45.6830000,0.1053000,-0.1048000
HD 88986 b,HD 88986,1,1,0,2023,Haute-Provence Observatory,<a refstr=HEIDARI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231113513H/abstract target=ref>Heidari et al. 2023</a>,146.05000000,0.43000000,-0.40000000,0,2.490,0.180,-0.180,0,17.20000,4.00000,-3.80000,0,460,8,-8,0,5861.00,17.00,-17.00,0,154.1166869,28.6820708,33.2673000,0.0459000,-0.0459000
HD 89345 b,HD 89345,1,1,0,2018,K2,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..127Y/abstract target=ref>Yu et al. 2018</a>,11.81430000,0.00020000,-0.00019000,0,7.263,0.325,-0.314,0,38.45743,5.72094,-6.03877,0,1068,14,-15,0,5622.00,70.00,-71.00,0,154.6710977,10.1288464,132.3450000,0.8080000,-0.7990000
HD 89345 b,HD 89345,1,1,0,2018,K2,<a refstr=VAN_EYLEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4866V/abstract target=ref>Van Eylen et al. 2018</a>,11.81399000,0.00086000,-0.00086000,0,6.860,0.140,-0.140,0,35.70000,3.30000,-3.30000,0,1053,14,-14,0,5499.00,73.00,-73.00,0,154.6710977,10.1288464,132.3450000,0.8080000,-0.7990000
HD 89345 b,HD 89345,1,1,0,2018,K2,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..127Y/abstract target=ref>Yu et al. 2018</a>,11.81430000,0.00020000,-0.00020000,0,7.398,0.314,-0.336,0,34.96130,5.40311,-5.72094,0,1089,15,-16,0,5576.00,73.00,-76.00,0,154.6710977,10.1288464,132.3450000,0.8080000,-0.7990000
HD 93963 A b,HD 93963 A,2,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>,1.03913530,0.00000490,-0.00000490,0,1.350,0.042,-0.042,0,7.80000,3.20000,-3.20000,0,2042,27,-27,0,5987.00,64.00,-64.00,0,162.7766969,25.6410650,82.3432000,0.3932000,-0.3896000
HD 93963 A b,HD 93963 A,2,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,1.03761090,0.00000850,-0.00000850,0,1.470,0.073,-0.066,0,2.80000,2.30000,-2.30000,0,1842,27,-28,0,5908.00,66.00,-72.00,0,162.7766969,25.6410650,82.3432000,0.3932000,-0.3896000
HD 93963 A c,HD 93963 A,2,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.64513890,0.00000440,-0.00000440,0,3.120,0.135,-0.104,0,18.40000,3.20000,-3.10000,0,1212,18,-19,0,5908.00,66.00,-72.00,0,162.7766969,25.6410650,82.3432000,0.3932000,-0.3896000
HD 93963 A c,HD 93963 A,2,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>,3.64513980,0.00001060,-0.00001420,0,3.228,0.059,-0.059,0,19.20000,4.10000,-4.10000,0,1344,18,-18,0,5987.00,64.00,-64.00,0,162.7766969,25.6410650,82.3432000,0.3932000,-0.3896000
HD 95338 b,HD 95338,1,1,0,2020,Las Campanas Observatory,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.1860D/abstract target=ref>D&iacute;az et al. 2020</a>,55.08700000,0.02000000,-0.02000000,0,3.890,0.190,-0.200,0,42.44000,2.22000,-2.08000,0,385,17,-17,0,5212.00,16.00,-11.00,0,164.8563364,-56.6235564,36.9941000,0.0689000,-0.0687000
HD 97658 b,HD 97658,1,1,0,2010,W. M. Keck Observatory,<a refstr=VAN_GROOTEL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...786....2V/abstract target=ref> Van Grootel et al. 2014</a>,9.49030000,0.00160000,-0.00560000,0,2.247,0.098,-0.095,0,7.55000,0.83000,-0.79000,0,757,12,-13,0,5170.00,50.00,-50.00,0,168.6376584,25.7105962,21.5618000,0.0254000,-0.0253000
HD 97658 b,HD 97658,1,1,0,2010,W. M. Keck Observatory,<a refstr=ELLIS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..118E/abstract target=ref>Ellis et al. 2021</a>,9.48971160,0.00000080,-0.00000080,0,2.120,0.060,-0.060,0,8.30000,1.10000,-1.10000,0,751,12,-12,0,5212.00,43.00,-43.00,0,168.6376584,25.7105962,21.5618000,0.0254000,-0.0253000
HIP 116454 b,HIP 116454,2,1,0,2014,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,9.09490000,0.00260000,-0.00260000,0,2.530,0.180,-0.180,0,10.10000,1.20000,-1.10000,0,745,15,-15,0,5089.00,50.00,-50.00,0,353.9543517,0.4447043,62.4491000,0.1831000,-0.1820000
HIP 116454 b,HIP 116454,2,1,0,2014,K2,<a refstr=VANDERBURG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...59V/abstract target=ref>Vanderburg et al. 2015</a>,9.12050000,0.00050000,-0.00050000,0,2.530,0.180,-0.180,0,11.82000,1.33000,-1.33000,0,690,14,-14,0,5089.00,50.00,-50.00,0,353.9543517,0.4447043,62.4491000,0.1831000,-0.1820000
HIP 116454 b,HIP 116454,2,1,0,2014,K2,<a refstr=THYGESEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..161T/abstract target=ref>Thygesen et al. 2024</a>,9.10041570,0.00000410,-0.00000450,0,2.469,0.100,-0.091,0,9.70000,1.20000,-1.20000,0,753,7,-7,0,5048.00,79.00,-78.00,0,353.9543517,0.4447043,62.4491000,0.1831000,-0.1820000
HIP 29442 c,HD 42813,1,3,0,2023,Paranal Observatory,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,3.53795590,0.00000820,-0.00000820,0,1.551,0.045,-0.045,0,4.50000,0.32000,-0.32000,0,1123,19,-19,0,5289.00,69.00,-69.00,0,93.0578446,-14.6493167,68.1920000,0.1772000,-0.1763000
HIP 29442 c,HD 42813,1,3,0,2023,Paranal Observatory,<a refstr=DAMASSO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230813310D/abstract target=ref>Damasso et al. 2023</a>,3.53796000,0.00003000,-0.00003000,0,1.580,0.100,-0.110,0,4.50000,0.30000,-0.30000,0,1217,29,-29,0,5289.00,69.00,-69.00,0,93.0578446,-14.6493167,68.1920000,0.1772000,-0.1763000
